YEAR,NAME,BIRTHS,DEATHS,NETMIG,POPEST,NATINC,NPOPCHG,RBIRTHS,RDEATHS,RNETMIG,RNATINC,RPOPCHG
2021,Ross,833,1146,-234,76500,-313,-547,10.88888888888889,14.980392156862745,-3.0588235294117645,-4.091503267973856,-7.150326797385621
2022,Ross,708,1138,442,76508,-430,12,9.253934229100226,14.874261515135673,5.777173628901553,-5.620327286035447,0.15684634286610552
2023,Ross,709,944,282,76501,-235,47,9.26785270780774,12.339707977673493,3.6862263238389037,-3.071855269865753,0.6143710539731506
2010,Union,598,319,100,52464,279,379,11.398292162244587,6.080359865812748,1.906068923452272,5.317932296431839,7.224001219884111
2011,Union,608,326,358,53095,282,640,11.451172426782183,6.13993784725492,6.742631132875036,5.311234579527262,12.053865712402297
2012,Union,584,334,-608,52796,250,-358,11.061444048791575,6.3262368361239485,-11.516023941207667,4.735207212667627,-6.780816728540041
2013,Union,603,357,389,53436,246,635,11.28452728497642,6.680889288120368,7.279736507223594,4.603637996856052,11.883374504079647
2014,Union,637,359,111,53773,278,389,11.846093764528666,6.676212969334052,2.064232979376267,5.169880795194614,7.234113774570881
2015,Union,659,392,336,54388,267,603,12.116643377215564,7.207472236522762,6.1778333455909396,4.9091711406928,11.087004486283739
2016,Union,667,367,906,55581,300,1206,12.000503769273672,6.602975837066623,16.300534355265288,5.397527932207049,21.698062287472336
2017,Union,664,400,928,56798,264,1192,11.690552484242403,7.0425014965315675,16.33860347195324,4.6480509877108345,20.986654459664074
2018,Union,706,418,700,57782,288,988,12.218337890692604,7.234086739815168,12.114499325049325,4.984251150877436,17.09875047592676
2019,Union,709,423,895,58988,286,1181,12.019393775005085,7.170950023733641,15.172577473384417,4.848443751271445,20.02102122465586
2020,Union,695,488,1024,63085,207,1231,11.01688198462392,7.735594832369026,16.23206784497107,3.2812871522548943,19.513354997225964
2021,Union,706,493,1877,65106,213,2090,10.843854637053422,7.572266764967899,28.829908149786505,3.2715878720855223,32.10149602187202
2022,Union,723,544,1561,66876,179,1740,10.811053292661043,8.13445780250015,23.34170703989473,2.676595490160895,26.018302530055625
2023,Union,831,461,2537,69637,370,2907,11.933311314387467,6.620043942157187,36.43178195499519,5.31326737223028,41.745049327225466
